Primary_Name,Primary_Location,Alt_primary_Names,Original_Name,Pleiades,Region ,Pliny?,X,Y,Z,Geog_certainty,Dependent_upon,Replaced,Replaced_By,Speed_of_Replace,Port_Name,Port_Cert,Attrib_People1,Attrib_People2,Attrib_People3,Prev_People,Prev_Occ ,Occ_Date_U,Occ_Date_L,Occ_Date_Cert,Multi_Location,Multi_Loc_Cert,ML_Date_U,ML_Date_L,ML_Date_Cert,Disp_Sett_U,Disp_Sett_L,Incompl_Urb,Intense_Urb_U ,Intense_Urb_L ,Aband_Date_U,Aband_Date_L,Necrop_Only,Permanent,Destroyed,Destr_Date_U,Destr_Date_L,Post_Urban,GF_Status,Boundary_Known,SA_O,SA_O_EP,SO_O_Cert,SA_O_AL,SA_O_AU,SA_N,SA_N_EP,SA_N_Cert,SA_N_AL,SA_N_AU,SA_Expansion,SA_Exp_Date_U,SA_Exp_Date_L,SA_Exp_Date_Cert,SA_Reduction,SA_Red_Date_U,SA_Red_Date_L,SA_Red_Date_Cert,Defensible_Top,Fort_Survival,Mult_Circuits ,Fort_O_Date_U,Fort_O_Date_L,Fort_O_Date_Cert,Fort_O_Alt_U,Fort_O_Alt_L,Fort_R1_Date_U,Fort_R1_Date_L,Fort_R1_Date_Cert,Fort_R1_Alt_U,Fort_R1_Alt_L,Fort_R2_Date_U,Fort_R2_Date_L,Fort_R2_Date_Cert,Fort_R2_Alt_U,Fort_R2_Alt_L,Fort_R3_Date_U,Fort_R3_Date_L,Fort_R3_Date_Cert,Fort_R3+,Regular_Plan,RP_Date_U,RP_Date_L,RP_Date_Cert,New_Plan,NP_Date_U,NP_Date_L,NP_Date_Cert,Forum_Agora,Assembly_Place,Temple,Theatre,Amphitheatre,Basilica,Bath,Roman_Subj_Date_U,Roman_Subj_Date_L,Col_Type,Colony_Date_U,Colony_Date_L,Legal_Status1,Leg_St1_Date_U,Leg_St1_Date_L,Legal_Status2,Leg_St2_Date_U,Leg_St2_Date_L,Legal_Status3,Leg_St3_Date_U,Leg_St3_Date_L,ROADS,
Masseria Vincentino,Grottaglie,,N,N,2,N,17.4628306,40.4942083,110,certain,-,-,-,-,-,-,Messapian ,-,-,-,A ,-400,-200,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,11,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,part elevation,Sections visible,concentric walls,-400,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290,-266,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Matilica,Matelica,,Y,Y,6,Y,13.0086528,43.2560889,365,certain,-,-,-,-,-,-,Picentine ,-,-,-,-,-650,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,18,P,Low,9,18,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,Bath 1stc AD,-308,-290,-,-,-,M,-49,-49,-,-,-,-,-,-,FAR,
Medma,Rosarno,,Y,Y,3,N,15.9823389,38.4881806,69,certain,-,-,-,-,-,-,Bruttian,-,-,Greek,-,-600,-275,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-425,-400,High,-,-,-,-,Forum suspected,-,-,-,-,-,-,-285,-272,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Mesagne,Mesagne,"Messania, Messapia",N,Y,2,N,17.807727,40.559856,70,certain,-,-,-,-,-,-,Messapian ,-,-,-,-,-600,0,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,NGF,interpreted,60,P ,Low,37,60,-,-,-,-,-,-,-,-,-,Low,-200,0,Medium,no,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-290,-266,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Mesula ,Ortucchio,Colli,N,N,4,N,13.6521944,41.9386778,782,certain,-,-,-,-,Mesula,possible,Marsic ,-,-,-,-,-9999,0,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,6,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-340,-302,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Metapontum ,Metaponto,,Y,Y,3,Y,16.824063,40.383868,5,certain,-,-,-,-,Metapontum,Good evidence,Greek,Lucanian ,-,-,-,-630,200,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,GF,partial,160,E,Medium,-,-,14,P,Medium,-,-,-,-,-,-,High,-275,-200,High,partial water,Confirmed,-,-600,-500,Unconfirmed,-,-,-500,-400,Unconfirmed,-,-,-400,-300,Unconfirmed,-350,-275,-275,-200,High,-,confirmed,-400,-300,Medium,-,-,-,-,Forum 7thc,AP 6thc BC,Temple 6thc BC,Theatre 4thc BC,-,-,-,-285,-272,-,-,-,HP,-272,-200,-,-,-,-,-,-,NEAR,
Mevania,Bevagna,,Y,Y,6,Y,12.609394,42.93488,225,certain,-,-,-,-,-,-,Umbrian ,-,-,-,-,-700,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,13,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,water and elevation combo,Sections visible,-,-999,-200,Low,-,-,-100,-50,Medium,-,-,-27,14,Unconfirmed,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,TempleT 4thc BC,Theatre Aug,Amphi undated,-,Bath 2ndc AD,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Mevaniola,Nr Galeata,,Y,Y,6,Y,11.9038667,43.9884083,287,certain,-,-,-,-,-,-,Roman ,-,-,Ligurian,-,-100,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,9,P,Low,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum 1stc,-,-,Theatre 1stc BC,-,Bas Susp,Bath 1stc BC,-268,-155,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Minturnae,Minturno,,Y,Y,1,Y,13.768185,41.241973,9,certain,-,Minturnae,-,Unknown,Minturnae,Good evidence,Roman ,-,Ausonian,Auruncan,-,-296,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,2.25,P,Medium,-,-,28,P,Low,17.2,28,High,-200,-100,High,-,-,-,-,no,Confirmed,-,-296,-290,High,-,-,-120,-100,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,confirmed,-296,-290,Medium,Partly,-200,-100,Medium,Forum 2ndc,-,Temple 2ndc BC,Theatre Aug,Amphi 1stc AD,Bas Aug,Bath 2ndc AD,-341,-315,RC,-296,-296,C,-27,14,-,-,-,-,-,-,ON,
Misenum,Miseno,,Y,Y,1,N,14.084884,40.786279,4,certain,-,-,-,-,Misenum,Good evidence,Roman ,-,-,Samnite,-,0,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,Theatre Aug,-,-,-,-343,-290,-,-,-,C,0,999,M,-290,14,-,-,-,NEAR,
Montagna di Gildone,Montagna di Gildone,,N,N,4,N,14.7590833,41.4934222,902,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-350,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,partial,13.7,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Montarice,Porto Recanati,,N,N,5,N,13.6588639,43.4221472,40,certain,-,-,-,-,Montarice,possible,Gallic,Picentine ,-,-,-,-1200,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,4.2,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-297,-283,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Acero,San Salvatore Telesino,,N,Y,1,N,14.491642,41.258879,736,certain,-,-,Telesia,Unknown,-,-,SamCau,-,-,-,-,-325,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Low,-,-,-,-,GF,very clear,21,P,Medium,21,29,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Acuto di Torri,Rosia,,N,N,7,N,11.2053694,43.2383417,454,certain,Saena,-,-,-,-,-,Etruscan,-,-,-,BIA,-400,999,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-400,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-358,-295,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Alifano,Squille,,N,N,1,N,14.4053611,41.1604306,264,certain,-,-,-,-,-,-,SamCau,-,-,-,-,-320,-100,High,-,-,-,-,-,-,-,-,-300,-200,-,-,-,-,-,-,-,Y,GF,partial,3.2,P,Medium,2.4,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,attached inner circuit,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Boscone,Garaguso,,N,N,3,N,16.2375583,40.5243361,786,certain,-,-,-,-,-,-,Lucanian ,-,-,-,-,-325,-200,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,11.6,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-400,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Capitenali,Roccagloriosa,,N,Y,3,N,15.4437528,40.1196889,522,certain,-,-,-,-,-,-,Lucanian ,-,-,-,C,-375,-275,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,GF,partial,40.9,P,Medium,15,40.9,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-375,-350,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Casoli,Bomarzo,,N,N,7,N,12.2421083,42.50115,166,certain,-,-,-,-,-,-,Etruscan,-,-,-,-,-700,-200,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,6,E,Medium,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-393,-280,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Castellone1,SE of Venafro (Torcino),,N,Y,1,N,14.131545,41.445348,420,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,partial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Castellone2,W of Gradillo (Castelmorrone),Castelmorrone,N,Y,1,N,14.324348,41.130621,405,certain,-,-,-,-,-,-,SamCau,-,-,-,-,-325,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,19.6,P,High,19.6,21,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Complete,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Castellone3,Civitaretenga,Castellone di Civitaretenga,N,N,4,N,13.6911833,42.2631639,927,certain,-,-,-,-,-,-,Vestinian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,2.2,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-325,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Cavallerizzo,Nr Capracotta,,N,Y,4,N,14.271298,41.798967,1524,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Low,-,-,-,-,GF,very clear,2.7,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Cila,Piedimonte d'Alife,,N,Y,1,N,14.3655111,41.3651583,677,certain,-,-,Allifae,Unknown,-,-,SamPen,-,-,-,B,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,69,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Civitella,Ortona dei Marsi,"La Civitella, Colle Civitella",N,N,4,N,13.7204222,41.9892,1310,certain,-,-,-,-,-,-,Marsic ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,8.5,E,High,5.5,8.5,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-340,-302,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Coppola,Valsinni,Monte Coppolo,N,Y,3,N,16.4645722,40.1591417,890,certain,-,-,-,-,-,-,Lucanian ,-,-,-,-,-380,-100,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,14,E,High,10.7,14,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,attached inner circuit,-375,-320,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-375,-320,High,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Crocella,Boiano,,N,N,1,N,14.4612306,41.4743611,1040,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-343,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,2,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Decoro,Maddaloni,,N,N,1,N,14.4209389,41.0325806,296,certain,-,-,-,-,-,-,SamCau,-,-,-,-,-400,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,GF,partial,5.5,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte di Cerro,Sant'Eusanio Forconese,,N,N,4,N,13.5091167,42.2936639,754,certain,-,-,Aveia,Unknown,-,-,Vestinian,-,-,-,-,-1000,200,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,4.7,P,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Complete,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-325,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Ferrante,Carovilli,,N,Y,4,N,14.2940333,41.7092667,1051,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-350,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,21.8,E,Medium,8.2,21.8,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,Temple 2ndc BC,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Frontino,S.Stefano-Borgorose,,N,N,4,N,13.246925,42.207525,1167,certain,-,-,-,-,-,-,Aequian,-,-,-,-,-700,-50,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,9.8,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-304,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Irsi,Monte Irsi,,N,Y,2,N,16.319382,40.72058,485,certain,-,-,-,-,-,-,Lucanian ,-,-,-,-,-725,-220,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,32.5,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-425,-400,High,-,-,-325,-300,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Miglio,San Pietro Avellana,,N,N,4,N,14.2116444,41.7788639,1350,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,partial,17,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,complex interconnecting,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Nero,Castro dei Volsci,,N,Y,1,N,13.4539639,41.5119917,268,certain,-,-,-,-,-,-,Volscian,-,-,-,-,-600,-100,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,21.1,P,Low,21.1,30,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-500,-400,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-495,-303,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Orve,Colfiorito,,N,N,6,N,12.8894889,43.0333778,926,certain,-,-,Plestia,100yrs,-,-,Umbrian ,-,-,-,-,-900,-150,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,10,E,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-525,-475,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-308,-295,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Praticelle,Ortucchio,Civita di San Manno,N,N,4,N,13.6144361,41.9406167,911,certain,-,-,-,-,Monte Praticelle,possible,Marsic ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,15,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-340,-302,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Pruno,Roscigno,,N,Y,3,N,15.3576833,40.412625,890,certain,-,-,-,-,-,-,Lucanian ,-,-,-,A,-350,-225,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Medium,-225,-200,-,GF,partial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-350,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Pugliano,San Salvatore Telesino,,N,N,1,N,14.5145972,41.228575,213,certain,-,-,-,-,-,-,SamCau,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,partial,17,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Rocca l'Abate,Belmonte del Sannio,,N,Y,4,N,14.3934722,41.8487889,1200,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-350,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,15.3,E,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Rovello,Allumiere,,N,N,7,N,11.8861056,42.1753889,370,certain,-,-,-,-,-,-,Etruscan,-,-,-,B,-1000,-200,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-388,-280,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Salete,Montemesola,,N,Y,2,N,17.357788,40.562522,141,certain,-,-,-,-,-,-,Messapian ,-,-,-,-,-600,-150,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,30,P,Low,13,30,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Complete,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290,-266,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte San Felice ,Scurcola Marsicana,Monticello,N,N,4,N,13.3771833,42.0491194,1030,certain,-,-,-,-,-,-,Marsic ,-,-,-,-,-900,-300,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,2.9,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,complex interconnecting,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-340,-302,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte San Giovanni,Carlantino,,N,Y,2,N,14.9759306,41.6007472,621,certain,-,-,-,-,-,-,SamPen,-,-,-,I,-400,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,3.5,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte San Nicola1,Pietravairano,,N,N,1,N,14.1807278,41.3371528,450,certain,-,-,-,-,-,-,SamCau,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,GF,partial,2.3,E,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,Theatre 1stc BC,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte San Nicola2,Nr Capracotta,,N,N,4,N,14.3145361,41.8482861,1517,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Medium,-,-,-,Y,GF,partial,2.9,P,Low,2.9,3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
